Lateral-1001002012.0.csv
--Soil Properties--
"top layer: [0.0, 3.0, 6.0, 11.0] m"
"bottom layer: [3.0, 6.0, 11.0, 12.0] m"
"unit weight: [10.0, 10.0, 10.0, 10.0] kN/m3"
"strength: [25.0, 25.0, 25.0, 25.0] kPa"
--Pile Properties--
diameter: 0.5 m
modulus: 20000000.0 kN/m2
--Analysis--
maximum load: 100 kN
stage number: 100
lateral load (kN) vs lateral deflection (mm)
1.0,0.0006346599473398789
2.0,0.0025489776188181734
3.0,0.005758649972529297
4.0,0.010279631750071802
5.0,0.01612814078982936
6.0,0.023320663476409483
7.0,0.0318739603128702
8.0,0.04180507165199237
9.0,0.053131323556098974
10.0,0.06587033381139187
11.0,0.08004001809370236
12.0,0.09565859629128726
13.0,0.11274459898935324
14.0,0.13131687412116283
15.0,0.15139459379073042
16.0,0.17299726127228965
17.0,0.19614471819191784
18.0,0.2208571518968492
19.0,0.24715510301824134
20.0,0.2750594732333377
21.0,0.3045915332331885
22.0,0.33577293090230964
23.0,0.36862569971688575
24.0,0.4031722673683603
25.0,0.43943546461949407
26.0,0.4774385344002613
27.0,0.5172051411511526
28.0,0.5587593804218144
29.0,0.6021257887331779
30.0,0.647329353711561
31.0,0.6943955245035368
32.0,0.7433502224806863
33.0,0.7942198522436705
34.0,0.8470313129354875
35.0,0.9018120098740126
36.0,0.9585898665144804
37.0,1.0173933367527777
38.0,1.0782514175853712
39.0,1.1411936621138132
40.0,1.2062501929610565
41.0,1.2734517160442445
42.0,1.3428295347649901
43.0,1.4144155646129406
44.0,1.4882423481997715
45.0,1.564343070738502
46.0,1.6427515759835245
47.0,1.7235023826475615
48.0,1.806630701312122
49.0,1.8921724518489724
50.0,1.9801642813706772
51.0,2.070643582729048
52.0,2.1636485135811365
53.0,2.2592180160431554
54.0,2.35739183695365
55.0,2.4582105487679766
56.0,2.56171557110723
57.0,2.6679491929856454
58.0,2.7769545957415116
59.0,2.8887758766976717
60.0,3.003458073578989
61.0,3.121047189714963
62.0,3.2415902200572906
63.0,3.365135178043207
64.0,3.4917311233368666
65.0,3.6214281904823773
66.0,3.754277618503795
67.0,3.8903317814885927
68.0,4.02964422019304
69.0,4.172269674709585
70.0,4.318264118238037
71.0,4.467684792004345
72.0,4.62059024137268
73.0,4.777040353198783
74.0,4.9370963944745165
75.0,5.100821052316032
76.0,5.268278475350422
77.0,5.439534316558215
78.0,5.61465577763177
79.0,5.793711654912581
80.0,5.976772386973484
81.0,6.163910103914729
82.0,6.355198678446593
83.0,6.550713778834349
84.0,6.750532923785402
85.0,6.954735539362135
86.0,7.163403018008359
87.0,7.376618779781307
88.0,7.594468335886159
89.0,7.8170393546145664
90.0,8.044421729793997
91.0,8.276707651860322
92.0,8.513991681671433
93.0,8.75637082718623
94.0,9.003944623139388
95.0,9.256815213849643
96.0,9.515087439306035
97.0,9.778868924684556
98.0,10.048270173455933
99.0,10.323404664265382
100.0,10.604388951696402
lateral deflection (m)
0,0.6,1.2,1.8,2.4,3.0,3.6,4.2,4.8,5.4,6.0,6.6,7.2,7.8,8.4,9.0,9.6,10.2,10.8,11.4,12.0
6.34659947339879e-07,5.918541135287276e-07,4.961064783576205e-07,3.8002109068999587e-07,2.680857177698036e-07,1.7448205748610785e-07,1.0439747097283608e-07,5.6839457529140285e-08,2.7567052509578348e-08,1.138982193625719e-08,3.6069142181071896e-09,6.182318701851882e-10,-2.0267434346091125e-13,-3.1165367303014685e-10,-8.126523134062803e-10,-1.2002305783845934e-09,-1.4061819487060838e-09,-1.4638703391032637e-09,-1.4328797724230251e-09,-1.363987926894373e-09,-1.287687444866735e-09
2.5489776188181733e-06,2.3767242913209075e-06,1.9915654989894384e-06,1.5248676890664838e-06,1.0751749221747598e-06,6.994141125838785e-07,4.1827707797844026e-07,2.2763372171887922e-07,1.1036134424503932e-07,4.558401082881969e-08,1.4432061167653437e-08,2.473239814325798e-09,-8.106992281189429e-13,-1.2467264874962415e-09,-3.2510802182589565e-09,-4.8017677130965126e-09,-5.625799913866884e-09,-5.856620133839563e-09,-5.732621891106783e-09,-5.456975927918337e-09,-5.151689259417196e-09
5.758649972529297e-06,5.368737617118579e-06,4.4972024484993745e-06,3.441782732107133e-06,2.425549436417104e-06,1.5770392550599897e-06,9.426747094058057e-07,5.127981383391751e-07,2.485229307973068e-07,1.0261971170887338e-07,3.248205334353471e-08,5.565493132035582e-09,-1.8240774352868486e-12,-2.8053861364626867e-09,-7.315990315135853e-09,-1.0805879838666112e-08,-1.2660462534204773e-08,-1.3179958049046785e-08,-1.290088103596817e-08,-1.2280500766507335e-08,-1.1593415049426017e-08
1.0279631750071802e-05,9.58224510603541e-06,8.023999633281076e-06,6.138100901031428e-06,4.32353655696207e-06,2.809619758432398e-06,1.6786330948727579e-06,9.127500741009421e-07,4.421923417302225e-07,1.825341503233093e-07,5.776351131988254e-08,9.895460452281704e-09,-3.2428117464465946e-12,-4.987800954925356e-09,-1.3008089682370553e-08,-1.921383643199404e-08,-2.2511779879367536e-08,-2.3435594300356783e-08,-2.293931337274796e-08,-2.1836100552460273e-08,-2.061427562054263e-08
