Lateral-100202012.0.csv
--Soil Properties--
"top layer: [0.0, 3.0, 6.0, 11.0] m"
"bottom layer: [3.0, 6.0, 11.0, 12.0] m"
"unit weight: [10.0, 10.0, 10.0, 10.0] kN/m3"
"strength: [25.0, 25.0, 25.0, 25.0] kPa"
--Pile Properties--
diameter: 0.5 m
modulus: 20000000.0 kN/m2
--Analysis--
maximum load: 100 kN
stage number: 20
lateral load (kN) vs lateral deflection (mm)
5.0,0.01612814078982936
10.0,0.06587033381139187
15.0,0.15139459379073042
20.0,0.2750594732333377
25.0,0.43943546461949407
30.0,0.647329353711561
35.0,0.9018120098740126
40.0,1.2062501929610565
45.0,1.564343070738502
50.0,1.9801642813706772
55.0,2.4582105487679766
60.0,3.003458073578989
65.0,3.6214281904823773
70.0,4.318264118238037
75.0,5.100821052316032
80.0,5.976772386973484
85.0,6.954735539362135
90.0,8.044421729793997
95.0,9.256815213849643
100.0,10.604388951696402
lateral deflection (m)
0,0.6,1.2,1.8,2.4,3.0,3.6,4.2,4.8,5.4,6.0,6.6,7.2,7.8,8.4,9.0,9.6,10.2,10.8,11.4,12.0
1.612814078982936e-05,1.5031826158923657e-05,1.2583099133022928e-05,9.621250078492899e-06,6.7735096587961006e-06,4.399437285491761e-06,2.627201861795322e-06,1.4279089289627469e-06,6.915105825873468e-07,2.8536463335410803e-07,9.028306376246497e-08,1.5463611262746305e-08,-5.06690494294115e-12,-7.794138277510942e-09,-2.0328085791168817e-08,-3.002690782730378e-08,-3.518136319600905e-08,-3.6625240379014854e-08,-3.5849576289297106e-08,-3.412531450288842e-08,-3.221568276526819e-08
6.587033381139188e-05,6.134768503627145e-05,5.126466118034423e-05,3.910615063523045e-05,2.745953683195334e-05,1.7788322179963334e-05,1.0596428470149987e-05,5.746629885256357e-06,2.77780300333307e-06,1.1445691418670244e-06,3.616848142410654e-07,6.189356083315395e-08,-2.026785155416261e-11,-3.119054635161261e-08,-8.13713076796999e-08,-1.202135112420206e-07,-1.4085974909103333e-07,-1.4664361370096534e-07,-1.4353644755533145e-07,-1.3662955033456365e-07,-1.2898040202486278e-07
0.0001513945937907304,0.00014089191954508803,0.00011752225351004704,8.943228156723446e-05,6.262881976155262e-05,4.0461902975873684e-05,2.4042426577655884e-05,1.3009624884298144e-05,6.276744250915167e-06,2.582317687927681e-06,8.150379006075478e-07,1.3934863376779106e-07,-4.560318750766224e-11,-7.02102423605228e-08,-1.8321830499219026e-07,-2.707190505332629e-07,-3.1723717942049456e-07,-3.302697239228814e-07,-3.232684268288602e-07,-3.077056890867109e-07,-2.9047114819685545e-07
0.0002750594732333377,0.00025577340580628885,0.00021294712572297032,0.00016164244082256566,0.00011288374763455062,7.272850054775877e-05,4.3104513148492935e-05,2.3271682404181886e-05,1.1206507788060568e-05,4.603365992504797e-06,1.4511800837367531e-06,2.4788776401061435e-07,-8.107326047606964e-11,-1.2487428221138954e-07,-3.2595797453962505e-07,-4.817033284899208e-07,-5.645164485633281e-07,-5.877190124967338e-07,-5.752541294711842e-07,-5.475474392215241e-07,-5.168655593571178e-07
0.00043943546461949404,0.0004082833330931863,0.00033925535728730586,0.00025685017532522475,0.00017886058547800124,0.00011491023996187637,6.792677077767638e-05,3.658895878173537e-05,1.7585580150816054e-05,7.2125220434392954e-06,2.270954275493099e-06,3.875700348645058e-07,-1.2667841813447568e-10,-1.9520375966514576e-07,-5.09679471553131e-07,-7.533267128866268e-07,-8.829011272394057e-07,-9.192077624591825e-07,-8.997029770498407e-07,-8.563492394970119e-07,-8.083419242044782e-07
0.000647329353711561,0.0006009153403373779,0.0004983003431760392,0.0003762458844839086,0.00026123188940884573,0.00016734383177569487,9.865825322068233e-05,5.301902116828469e-05,2.5432767719587792e-05,1.0414646815422671e-05,3.2752085783799315e-06,5.584546794647075e-07,-1.8241900815621538e-10,-2.812198064216048e-07,-7.344722106235953e-07,-1.0857501389827437e-06,-1.2725955662280464e-06,-1.3249531025444575e-06,-1.2968252012369774e-06,-1.234306262411998e-06,-1.1650791850422005e-06
0.0009018120098740125,0.0008363883818157954,0.0006920868086886373,0.0005211035666531738,0.0003607091315132759,0.0002303814070095814,0.00013545320165373812,7.26208921145309e-05,3.476720366628579e-05,1.4214655002535737e-05,4.46479632555517e-06,7.606010812542765e-07,-2.4829537821455604e-10,-3.8294359220481894e-07,-1.0004258666454533e-06,-1.4791351120349624e-06,-1.7338049001079527e-06,-1.805173011322488e-06,-1.7668318477304494e-06,-1.681614417670252e-06,-1.5872569407758082e-06
0.0012062501929610565,0.0011176727635435132,0.000922786576513648,0.0006927882889769903,0.00047804555589434094,0.0003043914101420984,0.0001784712723225315,9.545509585693707e-05,4.5608355083487266e-05,1.86175157608508e-05,5.84057612121724e-06,9.940687744609767e-07,-3.243078759829577e-10,-5.003963248486241e-07,-1.3076303757647487e-06,-1.9336437098228015e-06,-2.2667350510185386e-06,-2.3600863213603294e-06,-2.3099347801970674e-06,-2.1984703556646654e-06,-2.075055449927583e-06
0.001564343070738502,0.001448019875443842,0.0011927563470602353,0.0008927644727533214,0.0006140392899932644,0.0003897595548882229,0.00022787777628543998,0.0001215837063818915,5.7976030301027084e-05,2.362825346666205e-05,7.403411881364968e-06,1.2589174445761568e-06,-4.1045684913559324e-10,-6.335992503824664e-07,-1.6561759363311192e-06,-2.4494385851878663e-06,-2.8715927324434764e-06,-2.98991272340851e-06,-2.926346684239759e-06,-2.7850714709809377e-06,-2.6286556336674122e-06
